user_id_str,in_reply_to_screen_name,created_at,in_reply_to_status_id_str,in_reply_to_user_id_str,verified,location,geo_enabled,user_created_at,statuses_count,followers_count,favourites_count,user_lang,friends_count,country,place_type
865209853,NA,Wed Dec 07 12:27:40 +0000 2016,NA,NA,FALSE,"New York, NY",TRUE,Sat Oct 06 19:43:44 +0000 2012,23368,1963,1334,en,1014,United States,city
4206984020,kinki_angel,Wed Dec 07 12:27:41 +0000 2016,8.06E+17,2960474465,FALSE,"Arizona, USA",TRUE,Thu Nov 12 00:51:45 +0000 2015,15438,1324,38180,en,805,United States,city
220841072,MrsLadyJai,Wed Dec 07 12:27:45 +0000 2016,8.06E+17,360433367,FALSE,Loui$iana,TRUE,Mon Nov 29 00:18:26 +0000 2010,206104,5453,4026,en,885,United States,admin
1053714414,NA,Wed Dec 07 12:27:58 +0000 2016,NA,NA,FALSE,A Galaxy Far Far Away,TRUE,Tue Jan 01 23:26:12 +0000 2013,12904,210,10364,en,513,United States,city
109720657,NA,Wed Dec 07 12:28:13 +0000 2016,NA,NA,FALSE,#DreamChasing<U+2606>,TRUE,Sat Jan 30 01:20:38 +0000 2010,34738,2015,6142,en,1202,United States,city
16272424,NA,Wed Dec 07 12:28:15 +0000 2016,NA,NA,FALSE,NA,TRUE,Sat Sep 13 15:25:22 +0000 2008,26,10,71,en,112,United States,city
83272503,NA,Wed Dec 07 12:28:17 +0000 2016,NA,NA,FALSE,"Washington, D. C.",TRUE,Sun Oct 18 02:05:47 +0000 2009,3535,974,219,en,2098,United States,city
43071786,alanthomasdoyle,Wed Dec 07 12:29:01 +0000 2016,8.06E+17,244498663,FALSE,"Connecticut, USA",TRUE,Thu May 28 08:13:09 +0000 2009,7227,190,19283,en,240,United States,city
3178168388,KellieBWDSU,Wed Dec 07 12:29:03 +0000 2016,8.06E+17,8.00E+17,FALSE,NA,TRUE,Tue Apr 28 12:24:03 +0000 2015,110,21,14,en,107,United States,city
51808226,NA,Wed Dec 07 12:29:05 +0000 2016,NA,NA,FALSE,Myrtle Beach.,TRUE,Sun Jun 28 18:59:37 +0000 2009,49595,610,10815,en,284,United States,admin
1309089882,USFFootball,Wed Dec 07 12:29:09 +0000 2016,NA,22844952,FALSE,"New York, USA",TRUE,Thu Mar 28 01:39:07 +0000 2013,2097,178,1509,en,538,United States,city
304618262,NA,Wed Dec 07 12:29:36 +0000 2016,NA,NA,FALSE,"Jacksonville, FL",TRUE,Tue May 24 20:32:32 +0000 2011,2526,313,68,en,294,United States,neighborhood
429136791,NA,Wed Dec 07 12:29:41 +0000 2016,NA,NA,FALSE,Boston MA,TRUE,Mon Dec 05 16:14:38 +0000 2011,2258,485,1122,en,1244,United States,city
88991049,NA,Wed Dec 07 12:29:49 +0000 2016,NA,NA,FALSE,"Richmond, VA",TRUE,Tue Nov 10 18:39:27 +0000 2009,7334,940,318,en,977,United States,city
70188927,NA,Wed Dec 07 12:29:49 +0000 2016,NA,NA,FALSE,"Rhode Island, USA",TRUE,Sun Aug 30 19:09:07 +0000 2009,3068,174,475,en,184,United States,city
536585692,NA,Wed Dec 07 12:29:50 +0000 2016,NA,NA,FALSE,SLU,TRUE,Sun Mar 25 19:39:46 +0000 2012,24966,638,4229,en,618,Saint Lucia,country
63620564,NA,Wed Dec 07 12:30:06 +0000 2016,NA,NA,FALSE,Mrs.PaceTooYOU<U+2665> ,TRUE,Fri Aug 07 02:53:42 +0000 2009,58673,361,467,en,427,United States,city
741972614,MattNoyesNECN,Wed Dec 07 12:30:18 +0000 2016,NA,18884857,FALSE,"Chester, MA",TRUE,Tue Aug 07 02:34:15 +0000 2012,1448,260,65,en,131,United States,city
426995396,NA,Wed Dec 07 12:30:20 +0000 2016,NA,NA,FALSE,"Maringá, Brasil",TRUE,Fri Dec 02 23:50:54 +0000 2011,343,233,29,pt,648,Brasil,city
1403195856,Apigee,Wed Dec 07 12:30:20 +0000 2016,NA,26094126,FALSE,"(214) 503-1942  Dallas, Texas",TRUE,Sat May 04 19:31:35 +0000 2013,3690,2135,458,en,3613,United States,city
4634214314,68Whisper,Wed Dec 07 12:30:21 +0000 2016,NA,4237853053,FALSE,"Arizona, USA",TRUE,Wed Dec 23 00:37:51 +0000 2015,11927,1128,4543,en,4392,United States,city
1268072448,big95kbgo,Wed Dec 07 12:30:24 +0000 2016,NA,66396696,FALSE,NA,TRUE,Thu Mar 14 21:51:38 +0000 2013,56636,1468,41893,en,2065,United States,city
3051181925,Optimus_Primus_,Wed Dec 07 12:30:31 +0000 2016,8.06E+17,436201364,FALSE,Big Yard,TRUE,Sun Feb 22 00:01:07 +0000 2015,69346,390,1092,en,180,Antigua and Barbuda,country
260964080,NA,Wed Dec 07 12:30:49 +0000 2016,NA,NA,FALSE,"Hampton, VA",TRUE,Fri Mar 04 23:54:45 +0000 2011,31273,357,673,en,241,United States,city
503215574,NA,Wed Dec 07 12:31:00 +0000 2016,NA,NA,FALSE,The Bahamas ,TRUE,Sat Feb 25 16:17:52 +0000 2012,122352,1532,6459,en,695,Bahamas,country
22852267,NA,Wed Dec 07 12:31:03 +0000 2016,NA,NA,FALSE,"Alabama, USA (Newell)",TRUE,Thu Mar 05 00:21:10 +0000 2009,27264,1416,8153,en,2536,United States,admin
22108190,NA,Wed Dec 07 12:31:05 +0000 2016,NA,NA,FALSE,"Charleston, SC",TRUE,Fri Feb 27 04:40:30 +0000 2009,12517,685,1424,en,592,United States,admin
228095585,NA,Wed Dec 07 12:31:35 +0000 2016,NA,NA,FALSE,RI Native loving Virginia,TRUE,Sat Dec 18 18:12:03 +0000 2010,6233,139,16657,en,327,United States,city
252428462,NA,Wed Dec 07 12:31:39 +0000 2016,NA,NA,FALSE,"Wichita,Kansas",TRUE,Tue Feb 15 05:01:41 +0000 2011,6754,1788,21315,en,3147,United States,city
4096548433,robbiehowell,Wed Dec 07 12:31:48 +0000 2016,8.06E+17,14182297,FALSE,"Central Coast, New South Wales",TRUE,Mon Nov 02 01:05:41 +0000 2015,6159,9303,152019,en,9119,Australia,city
7.90E+17,JoshuaMrpydon,Wed Dec 07 12:31:56 +0000 2016,8.06E+17,7.89E+17,FALSE,"Caledon, Ontario",TRUE,Sun Oct 23 01:15:21 +0000 2016,1654,483,1883,en,1699,Canada,city
2151544453,NA,Wed Dec 07 12:32:04 +0000 2016,NA,NA,FALSE,Alola Region,TRUE,Wed Oct 23 19:16:49 +0000 2013,13219,909,12059,en,433,United States,city
2838428803,NA,Wed Dec 07 12:32:14 +0000 2016,NA,NA,FALSE,"Englewood, NJ",TRUE,Thu Oct 02 21:21:36 +0000 2014,897,13,14,en,116,United States,city
434935256,NA,Wed Dec 07 12:32:58 +0000 2016,NA,NA,FALSE,"New Orleans, LA",TRUE,Mon Dec 12 13:57:55 +0000 2011,4599,369,194,en,425,United States,city
51724990,NA,Wed Dec 07 12:33:12 +0000 2016,NA,NA,FALSE,New Rochelle,TRUE,Sun Jun 28 13:07:39 +0000 2009,56185,2402,21939,en,3078,United States,city
24129566,NA,Wed Dec 07 12:33:12 +0000 2016,NA,NA,FALSE,"Columbia, SC ",TRUE,Fri Mar 13 04:47:28 +0000 2009,204902,29703,3295,en,14630,United States,admin
1225595521,NA,Wed Dec 07 12:33:16 +0000 2016,NA,NA,FALSE,"172 East 2nd street, NY 10009",TRUE,Wed Feb 27 16:57:23 +0000 2013,250,177,119,en,431,United States,city
637218942,NA,Wed Dec 07 12:33:20 +0000 2016,NA,NA,FALSE,High on the clouds above NYC! ,TRUE,Mon Jul 16 17:32:30 +0000 2012,21225,1090,13687,en,445,United States,city
151943728,NA,Wed Dec 07 12:33:27 +0000 2016,NA,NA,FALSE,"Ellijay, GA",TRUE,Fri Jun 04 17:06:10 +0000 2010,15860,1709,216,en,647,United States,admin
23431585,BarbaraMaddux,Wed Dec 07 12:33:38 +0000 2016,8.06E+17,14557772,FALSE,Central Florida,TRUE,Mon Mar 09 12:59:13 +0000 2009,40549,1005,1100,en,1123,United States,admin
3400370687,NA,Wed Dec 07 12:33:38 +0000 2016,NA,NA,FALSE,NA,TRUE,Sun Aug 02 18:35:35 +0000 2015,1248,478,30,en,756,United Kingdom,city
62322296,NA,Wed Dec 07 12:33:40 +0000 2016,NA,NA,FALSE,South Jersey ,TRUE,Sun Aug 02 18:48:55 +0000 2009,11364,146,2568,en,376,United States,city
7.31E+17,NA,Wed Dec 07 12:33:44 +0000 2016,NA,NA,FALSE,NA,TRUE,Sat May 14 00:23:08 +0000 2016,469,76,63,en,88,United States,city
862734402,RobinMeade,Wed Dec 07 12:33:45 +0000 2016,8.06E+17,145745936,FALSE,"El Paso, TX. ",TRUE,Fri Oct 05 08:49:48 +0000 2012,421,18,543,en,61,United States,city
3410021740,NA,Wed Dec 07 12:33:48 +0000 2016,NA,NA,FALSE,"Waxahachie, TX",TRUE,Sun Aug 09 08:25:19 +0000 2015,202,76,955,en,528,United States,city
2232268749,NA,Wed Dec 07 12:33:49 +0000 2016,NA,NA,FALSE,NA,TRUE,Wed Dec 18 21:47:15 +0000 2013,161,54,62,en,208,United States,city
3315062594,SMG_BigFoe,Wed Dec 07 12:33:57 +0000 2016,NA,3145087710,FALSE,United Kingdom,TRUE,Fri Aug 14 13:05:29 +0000 2015,4959,474,611,en,336,United Kingdom,city
1323263274,NA,Wed Dec 07 12:33:57 +0000 2016,NA,NA,FALSE,"St Louis, MO",TRUE,Tue Apr 02 21:08:31 +0000 2013,22795,496,476,en,343,United States,city
63958513,CutlerRidgeLAZ,Wed Dec 07 12:33:58 +0000 2016,NA,165930263,FALSE,"Altamonte Springs, Fl",TRUE,Sat Aug 08 12:34:08 +0000 2009,63442,682,12479,en,993,United States,city
155127425,NA,Wed Dec 07 12:34:05 +0000 2016,NA,NA,FALSE,Maroon5 Land & Columbus OH,TRUE,Sun Jun 13 05:34:51 +0000 2010,17112,833,8011,en,904,United States,city
3315062594,_saynetta,Wed Dec 07 12:34:06 +0000 2016,NA,585370261,FALSE,United Kingdom,TRUE,Fri Aug 14 13:05:29 +0000 2015,4960,474,611,en,336,United Kingdom,city
235295832,NA,Wed Dec 07 12:34:19 +0000 2016,NA,NA,FALSE,"Newport Beach, CA",TRUE,Fri Jan 07 20:56:14 +0000 2011,2425,98,260,en,84,United States,city
356019591,NA,Wed Dec 07 12:34:31 +0000 2016,NA,NA,FALSE,"Philadelphia, PA",TRUE,Tue Aug 16 06:46:41 +0000 2011,44530,691,1959,en,325,United States,city
144929220,ananavarro,Wed Dec 07 12:34:43 +0000 2016,8.06E+17,19568591,FALSE,"San Antonio, TX",TRUE,Mon May 17 17:47:46 +0000 2010,781,58,892,en,332,United States,city
354180733,NA,Wed Dec 07 12:34:49 +0000 2016,NA,NA,FALSE,The Sky is NOT my Limit!,TRUE,Sat Aug 13 08:10:20 +0000 2011,4134,345,268,en,891,United States,city
34495446,jkdurden,Wed Dec 07 12:34:50 +0000 2016,8.06E+17,17839737,FALSE,NA,TRUE,Thu Apr 23 02:17:38 +0000 2009,984,267,558,en,718,United States,city
29837081,NA,Wed Dec 07 12:34:57 +0000 2016,NA,NA,FALSE,NYC/MIAMI,TRUE,Wed Apr 08 22:13:02 +0000 2009,17076,347,441,en,386,United States,city
39253975,NA,Wed Dec 07 12:35:10 +0000 2016,NA,NA,FALSE,"Little Rock, AR",TRUE,Mon May 11 13:49:16 +0000 2009,4160,646,2940,en,579,United States,city
406628573,NA,Wed Dec 07 12:35:12 +0000 2016,NA,NA,FALSE,Brasil,TRUE,Sun Nov 06 23:51:22 +0000 2011,880,372,4019,pt,404,Brasil,city
2166938988,LaurenSivan,Wed Dec 07 12:35:13 +0000 2016,NA,35704570,FALSE,costanzo740@gmail.com,TRUE,Thu Oct 31 17:06:14 +0000 2013,126693,769,21492,en,941,United States,admin
91198541,NA,Wed Dec 07 12:35:20 +0000 2016,NA,NA,FALSE,Long Island New York,TRUE,Thu Nov 19 21:35:43 +0000 2009,10650,1201,613,en,2202,United States,city
7.60E+17,NA,Wed Dec 07 12:35:25 +0000 2016,NA,NA,FALSE,c k p v i j,TRUE,Mon Aug 01 21:01:27 +0000 2016,16175,371,5602,en,143,United States,admin
1463614735,angelaganote,Wed Dec 07 12:35:49 +0000 2016,NA,46118082,FALSE,"120 Lakeside Dr. Pittsboro, IN",TRUE,Tue May 28 01:57:56 +0000 2013,5657,173,1183,en,188,United States,admin
81457442,louiesgems1,Wed Dec 07 12:35:49 +0000 2016,8.06E+17,3055426349,FALSE,"Back East, U.S.A.",TRUE,Sat Oct 10 22:38:55 +0000 2009,81589,2249,32153,en,1772,United States,city
8.05E+17,NA,Wed Dec 07 12:35:53 +0000 2016,NA,NA,FALSE,"Florida, USA",TRUE,Fri Dec 02 07:58:42 +0000 2016,19,18,82,en,50,United States,city
7.25E+17,NA,Wed Dec 07 12:35:57 +0000 2016,NA,NA,FALSE,"Clarksville, TN",TRUE,Mon Apr 25 23:04:57 +0000 2016,117,22,107,en,79,United States,city
251777256,NA,Wed Dec 07 12:36:03 +0000 2016,NA,NA,FALSE,Living between the sky & earth,TRUE,Sun Feb 13 20:45:55 +0000 2011,17347,1621,803,en,2440,United States,city
24085767,NA,Wed Dec 07 12:36:42 +0000 2016,NA,NA,FALSE,"Brooklyn, NY",TRUE,Fri Mar 13 00:39:40 +0000 2009,44180,5294,0,en,5210,United States,city
503215574,syrah_12,Wed Dec 07 12:36:43 +0000 2016,8.06E+17,939100261,FALSE,The Bahamas ,TRUE,Sat Feb 25 16:17:52 +0000 2012,122358,1532,6459,en,695,Bahamas,country
239597785,NA,Wed Dec 07 12:37:10 +0000 2016,NA,NA,FALSE,"Atlanta, GA",TRUE,Tue Jan 18 00:28:14 +0000 2011,30851,1733,50,en,1568,United States,admin
14350353,NA,Wed Dec 07 12:37:11 +0000 2016,NA,NA,FALSE,"ÜT: 33.763338,-84.303866",TRUE,Thu Apr 10 11:42:00 +0000 2008,55690,1509,3007,en,1155,United States,city
1415237731,NA,Wed Dec 07 12:37:13 +0000 2016,NA,NA,FALSE,United States,TRUE,Thu May 09 10:51:42 +0000 2013,29771,554,2046,en,562,United States,city
2951963678,NA,Wed Dec 07 12:37:13 +0000 2016,NA,NA,FALSE," <U+7B2C><U+4E09><U+65B0><U+6771><U+4EAC><U+5E02>·Tokyo-3, Japan",TRUE,Tue Dec 30 12:03:13 +0000 2014,53868,14108,67793,en,5453,Japan,country
215292728,NA,Wed Dec 07 12:37:19 +0000 2016,NA,NA,FALSE,World,TRUE,Sat Nov 13 14:46:18 +0000 2010,207764,860,2,en,4,Canada,city
1403195856,_TravisDevon,Wed Dec 07 12:38:01 +0000 2016,NA,284667903,FALSE,"(214) 503-1942  Dallas, Texas",TRUE,Sat May 04 19:31:35 +0000 2013,3692,2135,459,en,3613,United States,city
122590170,gmfb,Wed Dec 07 12:38:06 +0000 2016,NA,575014349,FALSE,ROANOKE VA.,TRUE,Sat Mar 13 06:28:21 +0000 2010,1394,48,274,en,298,United States,city
2180301955,NA,Wed Dec 07 12:38:07 +0000 2016,NA,NA,TRUE,NA,TRUE,Thu Nov 07 15:22:10 +0000 2013,56042,27171,832,en,714,Canada,city
47109694,NA,Wed Dec 07 12:38:10 +0000 2016,NA,NA,FALSE,In The D(M)V ...,TRUE,Sun Jun 14 15:24:30 +0000 2009,8885,459,14168,en,985,United States,city
4733600779,NA,Wed Dec 07 12:38:14 +0000 2016,NA,NA,FALSE,"Indianapolis, IN",TRUE,Sat Jan 09 13:46:35 +0000 2016,195,38,13,en,345,United States,city
291057560,NA,Wed Dec 07 12:38:30 +0000 2016,NA,NA,FALSE,"Manhattan, NY",TRUE,Sun May 01 11:56:27 +0000 2011,10059,497,325,en,591,United States,city
2507679270,Bobby_Fleck,Wed Dec 07 12:38:47 +0000 2016,8.06E+17,420551808,FALSE,"Philadelphia, PA",TRUE,Mon May 19 15:18:41 +0000 2014,44140,4650,95211,en,4100,United States,admin
16271908,NA,Wed Dec 07 12:39:00 +0000 2016,NA,NA,FALSE,Rochester New York,TRUE,Sat Sep 13 14:30:23 +0000 2008,53706,1409,1085,en,2123,United States,city
4567387397,NA,Wed Dec 07 12:39:02 +0000 2016,NA,NA,FALSE,Finland,TRUE,Tue Dec 22 11:53:15 +0000 2015,287855,142,0,en,4,United States,city
1101752120,NA,Wed Dec 07 12:39:03 +0000 2016,NA,NA,FALSE,Metro Louisville of Kentucky,TRUE,Fri Jan 18 19:05:39 +0000 2013,960,132,43,en,165,United States,city
34779794,NA,Wed Dec 07 12:39:12 +0000 2016,NA,NA,FALSE,"Albion, MI",TRUE,Fri Apr 24 00:07:34 +0000 2009,102821,2853,2264,en,2679,United States,city
4847766887,NA,Wed Dec 07 12:39:23 +0000 2016,NA,NA,FALSE,"Raleigh, NC",TRUE,Tue Jan 26 02:09:38 +0000 2016,354,92,75,en,346,United States,city
2438449390,metal_humanism,Wed Dec 07 12:39:45 +0000 2016,8.06E+17,2456021262,FALSE,NA,TRUE,Wed Mar 26 19:12:48 +0000 2014,9447,246,23768,en,350,United States,admin
2719639651,NA,Wed Dec 07 12:39:57 +0000 2016,NA,NA,FALSE,NA,TRUE,Sat Aug 09 15:56:27 +0000 2014,4822,390,969,en,786,United States,city
20005332,NA,Wed Dec 07 12:40:00 +0000 2016,NA,NA,FALSE,"New York, NY",TRUE,Tue Feb 03 21:24:25 +0000 2009,12191,593,1647,en,582,United States,admin
1455972565,NA,Wed Dec 07 12:40:07 +0000 2016,NA,NA,FALSE,Here I Am!!,TRUE,Sat May 25 04:06:15 +0000 2013,5083,1004,13413,en,840,United States,city
28642725,NA,Wed Dec 07 12:40:13 +0000 2016,NA,NA,FALSE,"Miami, Florida - USA",TRUE,Fri Apr 03 20:14:38 +0000 2009,2266,146,784,en,407,United States,city
3315062594,thvg01,Wed Dec 07 12:40:23 +0000 2016,NA,232111871,FALSE,United Kingdom,TRUE,Fri Aug 14 13:05:29 +0000 2015,4961,475,612,en,337,United Kingdom,city
3031223500,GaryBarlow,Wed Dec 07 12:40:23 +0000 2016,8.06E+17,386654472,FALSE,"Ohio, USA",TRUE,Wed Feb 11 20:21:10 +0000 2015,4685,331,2453,en,359,United States,city
291940021,NA,Wed Dec 07 12:40:25 +0000 2016,NA,NA,FALSE,Location:  The Chi,TRUE,Mon May 02 21:19:17 +0000 2011,16668,302,37,en,402,United States,city
2843095373,TankSchottle,Wed Dec 07 12:40:31 +0000 2016,NA,328474134,FALSE,"Dublin, OH",TRUE,Sat Oct 25 00:24:53 +0000 2014,1183,16,7394,en,66,United States,city
3315062594,lilbittybrit,Wed Dec 07 12:40:32 +0000 2016,NA,1959579655,FALSE,United Kingdom,TRUE,Fri Aug 14 13:05:29 +0000 2015,4962,475,612,en,337,United Kingdom,city
3315062594,moderndaymav,Wed Dec 07 12:40:42 +0000 2016,NA,2574131810,FALSE,United Kingdom,TRUE,Fri Aug 14 13:05:29 +0000 2015,4963,475,612,en,337,United Kingdom,city
21525166,NA,Wed Dec 07 12:40:42 +0000 2016,NA,NA,FALSE,Pacific Northwest,TRUE,Sat Feb 21 22:58:33 +0000 2009,4339,285,4072,en,200,United States,city
47384430,NA,Wed Dec 07 12:40:47 +0000 2016,NA,NA,TRUE,"ÜT: 42.2184,-83.550815",TRUE,Mon Jun 15 17:08:49 +0000 2009,49940,149035,7663,en,553,United States,city
1074763392,NA,Wed Dec 07 12:40:54 +0000 2016,NA,NA,FALSE,Little Pwagmattasquarmsettport,TRUE,Wed Jan 09 20:13:08 +0000 2013,17603,846,6424,es,548,Argentina,admin
88224486,NA,Wed Dec 07 12:40:58 +0000 2016,NA,NA,FALSE,KensingtonGA/ChattanoogaTN,TRUE,Sat Nov 07 17:03:19 +0000 2009,16507,1950,17405,en,2363,United States,admin
244514906,NA,Wed Dec 07 12:41:02 +0000 2016,NA,NA,FALSE,NA,TRUE,Sat Jan 29 13:50:09 +0000 2011,23435,665,2292,pt,250,Brasil,city
7.10E+17,NA,Wed Dec 07 12:41:13 +0000 2016,NA,NA,FALSE,colorado ,TRUE,Tue Mar 15 22:47:25 +0000 2016,86,9,6,en,42,United States,admin
285262084,NA,Wed Dec 07 12:41:16 +0000 2016,NA,NA,FALSE,London/Leeds,TRUE,Wed Apr 20 20:48:08 +0000 2011,25728,211,368,en,86,United Kingdom,city
432997865,NA,Wed Dec 07 12:41:29 +0000 2016,NA,NA,FALSE,NA,TRUE,Sat Dec 10 01:13:47 +0000 2011,284,141,151,it,225,Brasile,city
27181289,NA,Wed Dec 07 12:41:37 +0000 2016,NA,NA,FALSE,"St. Cloud, MN",TRUE,Sat Mar 28 04:48:07 +0000 2009,20979,1674,272,en,94,United States,city
411998774,NA,Wed Dec 07 12:41:51 +0000 2016,NA,NA,FALSE,IG: culta_klash Snap: cyp1908,TRUE,Mon Nov 14 04:24:23 +0000 2011,135875,1840,10732,en,494,United States,city
411870129,NA,Wed Dec 07 12:42:07 +0000 2016,NA,NA,FALSE,"Montgomery, AL",TRUE,Mon Nov 14 00:17:11 +0000 2011,2128,188,96,en,556,United States,city
368957944,NA,Wed Dec 07 12:42:09 +0000 2016,NA,NA,FALSE,"Atlanta, GA",TRUE,Tue Sep 06 14:32:06 +0000 2011,155132,10302,1921,en,6286,United States,admin
503215574,Iilcanon,Wed Dec 07 12:42:28 +0000 2016,8.06E+17,2742549949,FALSE,The Bahamas ,TRUE,Sat Feb 25 16:17:52 +0000 2012,122363,1531,6459,en,695,Bahamas,country
493636177,NA,Wed Dec 07 12:42:36 +0000 2016,NA,NA,FALSE,NA,TRUE,Thu Feb 16 01:00:07 +0000 2012,37051,3120,66472,en,3668,United States,city
27349749,NA,Wed Dec 07 12:42:46 +0000 2016,NA,NA,FALSE,OUT THE 4 ,TRUE,Sun Mar 29 01:08:57 +0000 2009,71647,1092,1836,en,1117,United States,city
452196244,WSAVCourtneyC,Wed Dec 07 12:43:02 +0000 2016,8.06E+17,3110617715,FALSE,Savannah Ga,TRUE,Sun Jan 01 14:58:13 +0000 2012,9413,348,159,en,1414,United States,admin
7.20E+17,NA,Wed Dec 07 12:43:37 +0000 2016,NA,NA,FALSE,Chi<U+2708><U+FE0F><U+2192>MO <U+2708><U+FE0F>,TRUE,Tue Apr 12 01:32:15 +0000 2016,11816,2599,1427,en,4373,United States,city
125574693,NA,Wed Dec 07 12:43:51 +0000 2016,NA,NA,FALSE,Airplane to Airplane ,TRUE,Tue Mar 23 06:26:09 +0000 2010,29965,6204,518,en,381,Colombia,city
179231553,NA,Wed Dec 07 12:43:54 +0000 2016,NA,NA,FALSE,"From StL, Live in Atlanta",TRUE,Mon Aug 16 20:50:25 +0000 2010,13765,2868,2667,en,34,United States,admin
38588196,NA,Wed Dec 07 12:43:58 +0000 2016,NA,NA,FALSE,ATL,TRUE,Fri May 08 02:44:43 +0000 2009,192048,57876,1892,en,1135,United States,city
74440787,NA,Wed Dec 07 12:43:58 +0000 2016,NA,NA,FALSE,"Pittsburgh, PA",TRUE,Tue Sep 15 13:02:28 +0000 2009,14667,933,7224,en,416,United States,city
3168860468,NA,Wed Dec 07 12:44:01 +0000 2016,NA,NA,FALSE,NA,TRUE,Thu Apr 23 14:34:19 +0000 2015,13513,2362,16758,en,1854,Canada,city
194450632,NA,Wed Dec 07 12:44:06 +0000 2016,NA,NA,FALSE,"Bermuda Dunes, California",TRUE,Fri Sep 24 04:17:49 +0000 2010,3243,185,41,en,533,United States,city
7.20E+17,NA,Wed Dec 07 12:44:07 +0000 2016,NA,NA,FALSE,Chi<U+2708><U+FE0F><U+2192>MO <U+2708><U+FE0F>,TRUE,Tue Apr 12 01:32:15 +0000 2016,11817,2599,1427,en,4374,United States,city
29753150,NA,Wed Dec 07 12:44:16 +0000 2016,NA,NA,FALSE,"Fort Lauderdale, Florida",TRUE,Wed Apr 08 16:24:57 +0000 2009,76347,12149,4965,en,9889,United States,city
1939233265,NA,Wed Dec 07 12:44:18 +0000 2016,NA,NA,FALSE,NA,TRUE,Sun Oct 06 00:04:48 +0000 2013,8094,1863,881,en,69,United States,city
27320450,NA,Wed Dec 07 12:44:21 +0000 2016,NA,NA,FALSE,"Georgia, USA",TRUE,Sat Mar 28 22:13:33 +0000 2009,8669,1138,9771,en,1276,United States,admin
355281378,NA,Wed Dec 07 12:44:22 +0000 2016,NA,NA,FALSE,TX,TRUE,Mon Aug 15 03:24:54 +0000 2011,28181,42884,489,en,29704,United States,city
7.20E+17,NA,Wed Dec 07 12:44:31 +0000 2016,NA,NA,FALSE,Chi<U+2708><U+FE0F><U+2192>MO <U+2708><U+FE0F>,TRUE,Tue Apr 12 01:32:15 +0000 2016,11818,2599,1427,en,4376,United States,city
22931475,NA,Wed Dec 07 12:44:31 +0000 2016,NA,NA,FALSE,"Paris, France",TRUE,Thu Mar 05 15:28:38 +0000 2009,3419,2236,133,fr,3945,France,city
1458164491,NA,Wed Dec 07 12:44:33 +0000 2016,NA,NA,FALSE,boston,TRUE,Sat May 25 22:01:27 +0000 2013,10093,366,1642,en,719,United States,admin
418429324,NA,Wed Dec 07 12:44:33 +0000 2016,NA,NA,FALSE,boosie wife ,TRUE,Tue Nov 22 05:01:14 +0000 2011,76784,2538,6337,en,1709,United States,city
152792083,NA,Wed Dec 07 12:44:35 +0000 2016,NA,NA,FALSE,Eastern Oregon,TRUE,Sun Jun 06 22:12:23 +0000 2010,90233,2256,66190,en,4992,United States,city
109135181,NA,Wed Dec 07 12:44:39 +0000 2016,NA,NA,FALSE,NA,TRUE,Thu Jan 28 02:29:32 +0000 2010,33932,388,211,en,354,United States,city
3315062594,__RIPMyDaughter,Wed Dec 07 12:44:43 +0000 2016,NA,354617097,FALSE,United Kingdom,TRUE,Fri Aug 14 13:05:29 +0000 2015,4965,476,612,en,338,United Kingdom,city
336201948,NA,Wed Dec 07 12:44:44 +0000 2016,NA,NA,FALSE,WILMINGTON DE,TRUE,Fri Jul 15 22:22:26 +0000 2011,4945,400,70,en,241,United States,admin
277487036,NA,Wed Dec 07 12:44:46 +0000 2016,NA,NA,FALSE,"Las Vegas, NV",TRUE,Tue Apr 05 13:36:01 +0000 2011,199266,2240,1575,en,1471,United States,city
3315062594,SlayyQueennnnn,Wed Dec 07 12:44:52 +0000 2016,NA,1047116047,FALSE,United Kingdom,TRUE,Fri Aug 14 13:05:29 +0000 2015,4966,476,612,en,338,United Kingdom,city
3293854808,NA,Wed Dec 07 12:44:57 +0000 2016,NA,NA,FALSE,Check out my YouTube Channel,TRUE,Sat Jul 25 23:27:20 +0000 2015,4956,27391,6674,en,211,United States,city
150503999,NA,Wed Dec 07 12:44:58 +0000 2016,NA,NA,FALSE,Port-au-Prince Haiti,TRUE,Tue Jun 01 03:02:50 +0000 2010,63786,693,507,en,417,United States,city
52165449,NA,Wed Dec 07 12:45:01 +0000 2016,NA,NA,FALSE,Following God,TRUE,Mon Jun 29 19:47:20 +0000 2009,10522,389,8,en,274,United States,city
3758175259,NA,Wed Dec 07 12:45:06 +0000 2016,NA,NA,FALSE,NA,TRUE,Fri Oct 02 10:48:32 +0000 2015,45635,1151,120,en,618,United States,city
569195291,NA,Wed Dec 07 12:45:06 +0000 2016,NA,NA,FALSE,"Hazlehurst, GA",TRUE,Wed May 02 15:37:22 +0000 2012,19206,1725,33661,en,2053,United States,admin
2163176387,anitakearney65,Wed Dec 07 12:45:27 +0000 2016,NA,1947379388,FALSE,"Deptford, NJ",TRUE,Fri Nov 01 10:53:13 +0000 2013,29175,287,7209,en,295,United States,city
3758175259,NA,Wed Dec 07 12:45:30 +0000 2016,NA,NA,FALSE,NA,TRUE,Fri Oct 02 10:48:32 +0000 2015,45636,1151,120,en,618,United States,city
